Injury Severity,Injury Severity Scale,Date,Time,Speed Limit,Weather,Driver At Fault,Surface Condition,Light,Traffic Control,Driver At Fault,Latitude,Longitude
POSSIBLE INJURY,1,07/24/2015,04:13:00 AM,35,CLEAR,Yes,,DARK LIGHTS ON,NO CONTROLS,Yes,39.09363667,-77.00637333
SUSPECTED MINOR INJURY,2,05/14/2017,02:13:00 PM,25,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.074381,-77.17175033
POSSIBLE INJURY,1,07/16/2023,02:15:00 AM,40,RAINING,Yes,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.03361333,-77.00245333
SUSPECTED MINOR INJURY,2,09/12/2018,12:51:00 PM,45,,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.04663667,-76.98669
SUSPECTED MINOR INJURY,2,10/21/2018,01:25:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.15777667,-77.2136
SUSPECTED MINOR INJURY,2,10/28/2021,01:35:00 PM,25,CLEAR,No,DRY,,NO CONTROLS,No,39.04183,-77.05199167
SUSPECTED MINOR INJURY,2,08/06/2021,09:00:00 AM,45,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.078112,-77.08074217
POSSIBLE INJURY,1,05/14/2015,05:50:00 PM,30,CLEAR,No,DRY,DAYLIGHT,,No,39.08542167,-77.16670667
POSSIBLE INJURY,1,02/09/2015,06:45:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.0134819,-77.00358152
POSSIBLE INJURY,1,07/06/2016,01:18:00 PM,30,,Yes,DRY,DAYLIGHT,,Yes,39.09376833,-76.99256667
SUSPECTED MINOR INJURY,2,08/08/2015,08:57:00 AM,25,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.11305833,-77.25327333
SUSPECTED MINOR INJURY,2,06/24/2015,04:33:00 PM,0,CLEAR,Yes,,DAYLIGHT,NO CONTROLS,Yes,39.10182458,-77.19908237
POSSIBLE INJURY,1,01/22/2019,05:49:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.04001833,-77.1568
POSSIBLE INJURY,1,02/16/2021,02:17:00 PM,45,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.056205,-76.97153
SUSPECTED MINOR INJURY,2,09/24/2015,06:41:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,38.99069333,-77.07729833
POSSIBLE INJURY,1,07/15/2016,11:25:00 AM,30,,No,DRY,DAYLIGHT,,No,38.99577667,-77.00622833
POSSIBLE INJURY,1,11/03/2017,03:10:00 PM,30,CLOUDY,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.01207,-77.00268833
POSSIBLE INJURY,1,02/11/2022,05:43:00 PM,35,CLEAR,No,DRY,DUSK,TRAFFIC SIGNAL,No,39.14326,-77.04158167
POSSIBLE INJURY,1,12/30/2022,03:08:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.10657595,-77.15855366
POSSIBLE INJURY,1,09/03/2021,02:07:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,,Yes,38.99246267,-76.99165983
SUSPECTED MINOR INJURY,2,06/22/2016,12:20:00 AM,55,CLEAR,Yes,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.10422167,-76.933
POSSIBLE INJURY,1,06/05/2017,11:58:00 AM,45,RAINING,Yes,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.11514167,-77.21569667
SUSPECTED MINOR INJURY,2,07/04/2020,07:41:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.15586061,-77.21588454
SUSPECTED MINOR INJURY,2,08/12/2021,11:50:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.15427633,-77.20914433
SUSPECTED MINOR INJURY,2,09/25/2019,05:02:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,OTHER,Yes,39.19626333,-77.12976167
POSSIBLE INJURY,1,07/08/2018,10:05:00 AM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.19207732,-77.24280372
SUSPECTED MINOR INJURY,2,11/15/2018,01:19:00 PM,60,RAINING,Yes,WATER(STANDING/MOVING),DAYLIGHT,NO CONTROLS,Yes,39.10262612,-77.04756495
SUSPECTED MINOR INJURY,2,04/22/2015,09:15:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.158595,-77.21248667
POSSIBLE INJURY,1,03/01/2022,10:04:00 AM,10,CLOUDY,No,DRY,DAYLIGHT,NO CONTROLS,No,39.09136512,-77.05055179
SUSPECTED MINOR INJURY,2,09/20/2016,08:31:00 AM,25,CLOUDY,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.23163333,-77.25866833
POSSIBLE INJURY,1,05/19/2017,04:57:00 PM,15,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.181245,-77.26993
POSSIBLE INJURY,1,02/19/2023,03:20:00 PM,40,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.190207,-77.26665867
SUSPECTED MINOR INJURY,2,07/20/2015,05:13:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.14850667,-77.03376
POSSIBLE INJURY,1,09/09/2017,12:09:00 PM,50,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.11547,-77.208785
SUSPECTED MINOR INJURY,2,01/06/2016,03:38:00 PM,45,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.15101833,-77.174205
SUSPECTED MINOR INJURY,2,07/04/2023,09:17:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.06844467,-77.06136783
SUSPECTED MINOR INJURY,2,01/05/2019,06:07:00 PM,35,,Yes,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.01563965,-77.04271277
POSSIBLE INJURY,1,10/10/2018,12:25:00 PM,0,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.02694333,-77.14376833
SUSPECTED MINOR INJURY,2,10/25/2021,12:02:00 PM,0,CLEAR,No,,DAYLIGHT,,No,39.16224333,-77.28073833
POSSIBLE INJURY,1,09/18/2021,08:55:00 AM,50,CLOUDY,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.09526667,-77.11255167
POSSIBLE INJURY,1,01/30/2019,05:01:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.196695,-77.26542
POSSIBLE INJURY,1,05/18/2020,01:33:00 PM,35,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.013795,-76.97821
POSSIBLE INJURY,1,11/25/2015,01:44:00 PM,30,CLEAR,No,DRY,DAYLIGHT,,No,38.97677333,-77.080085
POSSIBLE INJURY,1,05/02/2018,10:40:00 AM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.11045,-77.18780667
POSSIBLE INJURY,1,04/08/2016,11:24:00 AM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.03637333,-77.00042833
SUSPECTED MINOR INJURY,2,08/15/2022,01:05:00 PM,35,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.9956888,-77.0387233
SUSPECTED MINOR INJURY,2,08/18/2019,02:06:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.12898,-77.16773
POSSIBLE INJURY,1,04/03/2022,03:45:00 PM,25,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.05077617,-77.051724
POSSIBLE INJURY,1,01/17/2020,01:06:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.07484333,-77.04575
SUSPECTED MINOR INJURY,2,10/15/2022,12:01:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.01558129,-77.04270769
POSSIBLE INJURY,1,11/05/2019,05:16:00 PM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.05321333,-77.07662667
POSSIBLE INJURY,1,07/24/2018,09:26:00 AM,45,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.17224,-77.23632667
POSSIBLE INJURY,1,08/02/2017,03:14:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.08393233,-77.1409635
POSSIBLE INJURY,1,07/25/2022,01:57:00 PM,25,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.08529033,-77.15248617
SUSPECTED MINOR INJURY,2,07/27/2021,06:58:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.05566333,-77.14971333
SUSPECTED MINOR INJURY,2,10/24/2020,11:08:00 AM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.17880333,-77.23844833
SUSPECTED MINOR INJURY,2,12/17/2016,11:31:00 PM,45,CLEAR,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.05600167,-76.95458667
POSSIBLE INJURY,1,03/27/2022,01:41:00 PM,35,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.03953667,-77.05629
POSSIBLE INJURY,1,03/16/2023,12:10:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,STOP SIGN,Yes,39.23661,-77.27925333
SUSPECTED MINOR INJURY,2,09/22/2017,09:19:00 PM,25,CLEAR,Yes,DRY,DARK LIGHTS ON,,Yes,38.97689284,-77.19163656
POSSIBLE INJURY,1,12/03/2016,06:15:00 AM,40,CLEAR,No,DRY,DARK LIGHTS ON,,No,39.01928372,-77.0135808
POSSIBLE INJURY,1,12/30/2021,05:29:00 PM,35,CLOUDY,Yes,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,39.15899476,-77.27531275
POSSIBLE INJURY,1,01/12/2016,02:11:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.18635,-77.26214833
POSSIBLE INJURY,1,09/05/2018,04:21:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.18983167,-77.15182833
POSSIBLE INJURY,1,05/30/2016,10:04:00 AM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.10211,-77.22079
SUSPECTED MINOR INJURY,2,07/17/2019,01:15:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,,Yes,38.99745833,-77.13077667
SUSPECTED MINOR INJURY,2,06/11/2022,04:04:00 AM,35,RAINING,No,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.04865833,-77.06916333
SUSPECTED MINOR INJURY,2,04/30/2021,05:49:00 PM,40,CLOUDY,Unknown,DRY,DAYLIGHT,NO CONTROLS,Unknown,39.0743407,-77.1138192
POSSIBLE INJURY,1,01/22/2017,03:21:00 PM,0,RAINING,No,,DAYLIGHT,NO CONTROLS,No,38.99766621,-77.04247355
POSSIBLE INJURY,1,10/28/2015,02:47:00 PM,50,RAINING,No,WET,DAYLIGHT,TRAFFIC SIGNAL,No,39.20241,-77.25328167
SUSPECTED MINOR INJURY,2,07/27/2015,01:47:00 PM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.11585833,-77.16668167
POSSIBLE INJURY,1,02/02/2023,12:36:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.12426667,-77.164375
SUSPECTED MINOR INJURY,2,03/05/2016,01:53:00 AM,30,CLEAR,Yes,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,Yes,38.97820833,-77.09907833
POSSIBLE INJURY,1,09/20/2016,03:15:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.07481333,-77.11513167
POSSIBLE INJURY,1,11/24/2017,02:05:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.05743333,-77.073645
POSSIBLE INJURY,1,07/02/2016,06:18:00 PM,35,CLEAR,No,DRY,DAYLIGHT,YIELD SIGN,No,39.14296167,-77.06735
SUSPECTED MINOR INJURY,2,02/19/2022,05:58:00 AM,35,,Yes,DRY,DARK -- UNKNOWN LIGHTING,,Yes,39.186455,-77.213815
POSSIBLE INJURY,1,09/07/2018,05:55:00 AM,30,,No,,DAWN,TRAFFIC SIGNAL,No,39.137385,-77.19429333
POSSIBLE INJURY,1,08/17/2017,11:15:00 AM,35,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.18302167,-77.18192333
SUSPECTED MINOR INJURY,2,07/05/2017,08:01:00 AM,45,CLOUDY,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,38.99441667,-77.16481667
POSSIBLE INJURY,1,06/23/2016,02:35:00 PM,25,CLOUDY,No,DRY,DAYLIGHT,NO CONTROLS,No,39.08026833,-77.07838167
POSSIBLE INJURY,1,01/29/2020,06:54:00 AM,35,CLEAR,No,DRY,DAWN,NO CONTROLS,No,39.05912833,-77.06969167
POSSIBLE INJURY,1,10/06/2020,02:45:00 PM,25,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.0632145,-77.05013417
POSSIBLE INJURY,1,09/29/2018,03:48:00 PM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,38.99774115,-77.03009618
POSSIBLE INJURY,1,02/18/2017,05:07:00 PM,35,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.24708667,-77.34991167
POSSIBLE INJURY,1,09/10/2019,05:40:00 AM,35,CLEAR,Yes,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,Yes,39.15929,-77.21917
SUSPECTED MINOR INJURY,2,09/02/2021,03:14:00 PM,40,,No,DRY,DAYLIGHT,NO CONTROLS,No,39.098652,-77.003171
POSSIBLE INJURY,1,06/10/2022,09:00:00 PM,25,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.0414225,-76.98168417
SUSPECTED MINOR INJURY,2,04/29/2019,05:06:00 AM,40,CLEAR,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.007395,-76.99820333
SUSPECTED SERIOUS INJURY,3,07/15/2018,07:05:00 PM,40,CLOUDY,Yes,,DAYLIGHT,,Yes,39.113625,-77.26788667
POSSIBLE INJURY,1,10/30/2022,11:47:00 AM,15,CLEAR,No,,DAYLIGHT,NO CONTROLS,No,39.14390833,-77.20635
SUSPECTED MINOR INJURY,2,05/17/2021,03:08:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.096465,-77.20276
SUSPECTED MINOR INJURY,2,04/17/2015,12:12:00 PM,30,CLEAR,No,DRY,DAYLIGHT,,No,39.17538167,-77.25638333
POSSIBLE INJURY,1,05/23/2022,08:50:00 AM,30,CLEAR,No,DRY,DAYLIGHT,,No,38.994395,-77.028725
POSSIBLE INJURY,1,05/11/2018,05:37:00 PM,55,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.20021333,-77.26574833
POSSIBLE INJURY,1,12/18/2021,05:24:00 PM,25,CLEAR,Yes,DRY,,,Yes,39.19034533,-77.266552
POSSIBLE INJURY,1,07/07/2020,01:53:00 PM,40,CLEAR,No,OTHER,DAYLIGHT,,No,39.108385,-77.23653333
SUSPECTED MINOR INJURY,2,01/14/2020,04:37:00 PM,30,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.01064833,-77.00584833
POSSIBLE INJURY,1,04/20/2018,03:51:00 PM,35,CLEAR,No,DRY,DAYLIGHT,,No,39.16081,-77.15901833
POSSIBLE INJURY,1,10/15/2017,06:09:00 PM,25,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,38.99300503,-77.02580765
POSSIBLE INJURY,1,07/25/2016,12:20:00 PM,20,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.01708333,-76.97762167
SUSPECTED MINOR INJURY,2,05/16/2019,11:50:00 AM,25,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.14502717,-77.15011783
POSSIBLE INJURY,1,09/18/2022,11:23:00 AM,45,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.0997407,-77.184873
POSSIBLE INJURY,1,08/21/2019,12:55:00 PM,30,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.30147333,-77.23594
POSSIBLE INJURY,1,07/10/2022,07:44:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.07262333,-77.06504
POSSIBLE INJURY,1,04/20/2016,09:16:00 AM,30,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.16271233,-77.28291348
SUSPECTED MINOR INJURY,2,09/11/2015,03:23:00 PM,45,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.15938271,-77.21923113
POSSIBLE INJURY,1,08/12/2016,04:05:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.129045,-77.167645
POSSIBLE INJURY,1,01/13/2020,09:14:00 AM,55,CLOUDY,Yes,DRY,,NO CONTROLS,Yes,39.12642333,-76.92314867
SUSPECTED MINOR INJURY,2,01/01/2023,11:35:00 AM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.14775167,-77.16942333
SUSPECTED MINOR INJURY,2,04/07/2023,06:05:00 AM,40,CLEAR,No,DRY,DAWN,NO CONTROLS,No,39.1068515,-76.94006817
POSSIBLE INJURY,1,05/19/2017,08:00:00 AM,45,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.06666196,-77.05957532
SUSPECTED MINOR INJURY,2,11/01/2021,07:30:00 PM,40,CLEAR,No,DRY,DARK LIGHTS ON,NO CONTROLS,No,39.02487983,-77.20629433
POSSIBLE INJURY,1,01/03/2020,10:55:00 AM,30,CLOUDY,No,WET,DAYLIGHT,STOP SIGN,No,39.00767333,-77.03407833
POSSIBLE INJURY,1,08/23/2022,05:43:00 PM,45,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.2004292,-77.2451467
POSSIBLE INJURY,1,09/29/2022,03:59:00 PM,40,,No,DRY,DAYLIGHT,,No,39.06739483,-77.1288155
POSSIBLE INJURY,1,09/30/2021,03:00:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.14618776,-77.14528237
POSSIBLE INJURY,1,10/22/2019,09:51:00 AM,40,CLOUDY,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.053695,-77.10699167
POSSIBLE INJURY,1,01/07/2023,01:00:00 PM,30,CLEAR,No,DRY,DAYLIGHT,,No,39.07187003,-77.17850147
POSSIBLE INJURY,1,08/06/2015,05:30:00 PM,40,OTHER,Yes,WET,DAYLIGHT,,Yes,39.18700833,-77.18579167
POSSIBLE INJURY,1,07/24/2017,07:44:00 AM,35,CLEAR,No,WET,DAYLIGHT,NO CONTROLS,No,39.11914024,-76.98347569
POSSIBLE INJURY,1,12/14/2019,12:24:00 PM,30,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.15804167,-77.23988833
POSSIBLE INJURY,1,04/29/2023,06:00:00 AM,35,RAINING,Yes,WET,DARK NO LIGHTS,NO CONTROLS,Yes,39.13635167,-77.065585
SUSPECTED MINOR INJURY,2,04/28/2016,03:10:00 PM,55,RAINING,No,WET,DAYLIGHT,NO CONTROLS,No,39.016365,-77.10024
POSSIBLE INJURY,1,09/27/2020,11:09:00 AM,45,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.18103091,-77.26274355
POSSIBLE INJURY,1,07/09/2016,01:02:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.16721414,-77.17295833
POSSIBLE INJURY,1,06/10/2016,04:14:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.10823625,-77.28132561
POSSIBLE INJURY,1,11/10/2019,03:30:00 AM,35,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.15412,-77.20968667
POSSIBLE INJURY,1,11/24/2017,01:05:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.015895,-77.005515
POSSIBLE INJURY,1,10/15/2022,08:20:00 PM,30,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.15331833,-77.066875
POSSIBLE INJURY,1,03/22/2019,02:11:00 PM,35,CLOUDY,Yes,DRY,DAYLIGHT,,Yes,39.01377333,-77.09926833
POSSIBLE INJURY,1,05/09/2017,01:51:00 PM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.01238333,-77.00271833
POSSIBLE INJURY,1,05/11/2015,07:43:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.11007333,-77.27925
SUSPECTED MINOR INJURY,2,10/04/2019,08:30:00 AM,45,,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.10342,-77.07661333
SUSPECTED MINOR INJURY,2,07/03/2017,03:00:00 PM,40,,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.00958833,-76.979345
SUSPECTED SERIOUS INJURY,3,06/26/2017,06:06:00 PM,40,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.19746667,-77.24479833
POSSIBLE INJURY,1,10/04/2017,09:39:00 AM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.170747,-77.26289317
SUSPECTED MINOR INJURY,2,01/06/2017,09:17:00 AM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.09202853,-77.0647493
SUSPECTED MINOR INJURY,2,11/05/2017,06:19:00 PM,30,CLEAR,No,WET,DARK NO LIGHTS,NO CONTROLS,No,39.21809833,-77.21616833
POSSIBLE INJURY,1,12/11/2021,11:31:00 AM,35,CLOUDY,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.14379446,-77.22402208
SUSPECTED MINOR INJURY,2,01/24/2022,05:30:00 PM,25,CLEAR,Unknown,DRY,DUSK,NO CONTROLS,Unknown,39.030137,-77.02907283
POSSIBLE INJURY,1,06/30/2022,01:20:00 PM,25,CLEAR,Yes,DRY,DAYLIGHT,NO CONTROLS,Yes,39.02735905,-77.07621987
SUSPECTED MINOR INJURY,2,08/18/2019,02:06:00 PM,40,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.12898,-77.16773
POSSIBLE INJURY,1,02/20/2019,09:08:00 AM,35,SNOW,No,SNOW,DAYLIGHT,NO CONTROLS,No,39.0181,-77.1025
POSSIBLE INJURY,1,04/04/2023,04:22:00 AM,30,CLEAR,No,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,39.15267338,-77.21195635
SUSPECTED SERIOUS INJURY,3,06/17/2018,03:00:00 PM,45,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.06656333,-77.05971
SUSPECTED MINOR INJURY,2,06/14/2019,07:30:00 AM,45,CLEAR,Unknown,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,39.08743833,-77.07963167
SUSPECTED MINOR INJURY,2,01/19/2016,09:26:00 AM,40,CLEAR,No,DRY,DAYLIGHT,,No,39.14254167,-77.06725833
POSSIBLE INJURY,1,01/24/2020,10:00:00 AM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.17863167,-77.26764167
POSSIBLE INJURY,1,03/27/2017,06:20:00 PM,35,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.05362,-77.18388
POSSIBLE INJURY,1,02/18/2022,04:22:00 PM,30,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.00110805,-77.1231752
SUSPECTED MINOR INJURY,2,05/14/2020,11:05:00 AM,40,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.05445987,-77.14317776
SUSPECTED MINOR INJURY,2,07/28/2021,08:40:00 AM,35,CLEAR,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.15945833,-77.219225
POSSIBLE INJURY,1,06/24/2021,07:13:00 PM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,38.99878833,-77.03061333
POSSIBLE INJURY,1,10/04/2016,03:25:00 PM,50,CLEAR,Yes,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,39.04661086,-76.98694915
POSSIBLE INJURY,1,08/19/2021,08:59:00 PM,35,CLEAR,No,DRY,DARK NO LIGHTS,TRAFFIC SIGNAL,No,39.11506997,-77.18539685
POSSIBLE INJURY,1,08/23/2021,11:00:00 AM,30,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.03474617,-77.14706933
SUSPECTED MINOR INJURY,2,03/13/2017,05:17:00 PM,40,,No,DRY,DAYLIGHT,,No,39.010165,-76.979175
SUSPECTED MINOR INJURY,2,06/08/2018,02:49:00 AM,35,FOGGY,Yes,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,39.1690987,-77.08818913
POSSIBLE INJURY,1,04/04/2018,09:15:00 AM,35,CLOUDY,No,WET,DAYLIGHT,,No,39.02769833,-77.0788
SUSPECTED SERIOUS INJURY,3,08/13/2022,05:09:00 PM,40,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.206495,-77.246295
SUSPECTED MINOR INJURY,2,02/05/2016,09:38:00 PM,30,CLEAR,No,DRY,DARK -- UNKNOWN LIGHTING,,No,38.985071,-76.998013
POSSIBLE INJURY,1,01/14/2020,02:55:00 PM,35,RAINING,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.10019246,-77.12532778
POSSIBLE INJURY,1,11/20/2018,05:21:00 PM,35,CLOUDY,No,DRY,DARK NO LIGHTS,NO CONTROLS,No,39.00872667,-77.097365
SUSPECTED MINOR INJURY,2,07/28/2015,08:14:00 AM,30,CLEAR,Yes,DRY,DAYLIGHT,,Yes,38.98563333,-77.02667667
SUSPECTED MINOR INJURY,2,10/11/2017,07:02:00 PM,45,RAINING,No,WET,DARK NO LIGHTS,NO CONTROLS,No,39.1495,-77.24266667
POSSIBLE INJURY,1,04/10/2017,10:27:00 AM,35,CLEAR,No,DRY,DAYLIGHT,NO CONTROLS,No,39.053765,-77.10304333
SUSPECTED MINOR INJURY,2,09/14/2018,04:45:00 PM,30,,Yes,WET,DAYLIGHT,NO CONTROLS,Yes,39.14205033,-77.18955702
POSSIBLE INJURY,1,07/20/2022,02:08:00 PM,25,CLEAR,No,DRY,DAYLIGHT,STOP SIGN,No,39.04779803,-77.09801328
POSSIBLE INJURY,1,06/28/2016,11:11:00 AM,45,CLOUDY,No,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,39.18180667,-77.25177
SUSPECTED MINOR INJURY,2,08/21/2019,10:00:00 PM,40,CLEAR,No,WET,DARK NO LIGHTS,STOP SIGN,No,39.13637167,-77.17835333
SUSPECTED MINOR INJURY,2,02/22/2015,05:14:00 AM,45,WINTRY MIX,No,ICE,DARK LIGHTS ON,,No,39.07593667,-77.06875667
SUSPECTED MINOR INJURY,2,03/09/2016,08:32:00 AM,35,CLEAR,Yes,DRY,DAYLIGHT,,Yes,39.23086167,-77.28617833
